HWI-ST884_106:1:1101:1045:1977#0/1	K01872
HWI-ST884_106:1:1101:9806:1993#0/1	K03696
HWI-ST884_106:1:1101:10084:1957#0/1	K00154
HWI-ST884_106:1:1101:10022:1957#0/1	K09691
HWI-ST884_106:1:1101:10198:1998#0/1	K02313
HWI-ST884_106:1:1101:10580:1951#0/1	K00164
HWI-ST884_106:1:1101:10632:1969#0/1	K15342
HWI-ST884_106:1:1101:11007:1969#0/1	K11896
HWI-ST884_106:1:1101:11589:1951#0/1	K01992
HWI-ST884_106:1:1101:11557:1988#0/1	K03786
HWI-ST884_106:1:1101:11575:1999#0/1	K03783
HWI-ST884_106:1:1101:11743:2000#0/1	K01710
HWI-ST884_106:1:1101:11911:1975#0/1	K04759
HWI-ST884_106:1:1101:12224:1951#0/1	K07493
HWI-ST884_106:1:1101:12461:1959#0/1	K01869
HWI-ST884_106:1:1101:12382:1969#0/1	K04485
HWI-ST884_106:1:1101:12253:1975#0/1	K03389
HWI-ST884_106:1:1101:12951:1979#0/1	K10896
HWI-ST884_106:1:1101:13103:1989#0/1	K03502
HWI-ST884_106:1:1101:13315:1955#0/1	K03076
HWI-ST884_106:1:1101:13337:1986#0/1	K01000
HWI-ST884_106:1:1101:13595:1984#0/1	K02034
HWI-ST884_106:1:1101:13885:1956#0/1	K02033
HWI-ST884_106:1:1101:13967:1976#0/1	K03596
HWI-ST884_106:1:1101:13820:1988#0/1	K01870
HWI-ST884_106:1:1101:14203:1950#0/1	K00822
HWI-ST884_106:1:1101:14075:1972#0/1	K00333
HWI-ST884_106:1:1101:14477:1950#0/1	K02469
HWI-ST884_106:1:1101:14369:1978#0/1	K00525
HWI-ST884_106:1:1101:14342:1996#0/1	K00239
HWI-ST884_106:1:1101:14536:1967#0/1	K01494
HWI-ST884_106:1:1101:15037:1953#0/1	K00053
HWI-ST884_106:1:1101:15163:1959#0/1	K00826
HWI-ST884_106:1:1101:15093:1981#0/1	K01868
HWI-ST884_106:1:1101:15017:1989#0/1	K06187
HWI-ST884_106:1:1101:15385:1964#0/1	K03386
HWI-ST884_106:1:1101:15471:1989#0/1	K01465
HWI-ST884_106:1:1101:15732:1986#0/1	K00764
HWI-ST884_106:1:1101:16203:1967#0/1	K04090
HWI-ST884_106:1:1101:16094:1972#0/1	K03046
HWI-ST884_106:1:1101:16942:1977#0/1	K01657
HWI-ST884_106:1:1101:17337:1963#0/1	K01153
HWI-ST884_106:1:1101:17310:1964#0/1	K07305
HWI-ST884_106:1:1101:18047:1959#0/1	K02400
HWI-ST884_106:1:1101:18117:1969#0/1	K04567
HWI-ST884_106:1:1101:18371:1947#0/1	K09458
HWI-ST884_106:1:1101:18733:1957#0/1	K00981
