HWI-ST884_106:1:1101:1045:1977#0/2	K01872
HWI-ST884_106:1:1101:7445:1968#0/2	K00700
HWI-ST884_106:1:1101:7579:1991#0/2	K02416
HWI-ST884_106:1:1101:7807:1996#0/2	K02004
HWI-ST884_106:1:1101:7858:1999#0/2	K05712
HWI-ST884_106:1:1101:8067:1962#0/2	K00721
HWI-ST884_106:1:1101:8266:1951#0/2	K01992
HWI-ST884_106:1:1101:8461:1954#0/2	K00927
HWI-ST884_106:1:1101:8265:1975#0/2	K00548
HWI-ST884_106:1:1101:8304:1976#0/2	K01589
HWI-ST884_106:1:1101:8651:1982#0/2	K02557
HWI-ST884_106:1:1101:8742:1990#0/2	K00647
HWI-ST884_106:1:1101:8779:1991#0/2	K00128
HWI-ST884_106:1:1101:9230:1987#0/2	K07444
HWI-ST884_106:1:1101:9328:1955#0/2	K00104
HWI-ST884_106:1:1101:9492:1973#0/2	K02274
HWI-ST884_106:1:1101:9632:1979#0/2	K04488
HWI-ST884_106:1:1101:9657:1986#0/2	K00457
HWI-ST884_106:1:1101:9916:1951#0/2	K01937
HWI-ST884_106:1:1101:9806:1993#0/2	K03696
HWI-ST884_106:1:1101:10032:1980#0/2	K14952
HWI-ST884_106:1:1101:10318:1969#0/2	K02342
HWI-ST884_106:1:1101:10580:1951#0/2	K00164
HWI-ST884_106:1:1101:10595:1985#0/2	K10773
HWI-ST884_106:1:1101:10904:1976#0/2	K03733
HWI-ST884_106:1:1101:11354:1969#0/2	K12941
HWI-ST884_106:1:1101:11252:1974#0/2	K15987
HWI-ST884_106:1:1101:11589:1951#0/2	K01992
HWI-ST884_106:1:1101:11691:1972#0/2	K03629
HWI-ST884_106:1:1101:11575:1999#0/2	K03783
HWI-ST884_106:1:1101:12253:1975#0/2	K03389
HWI-ST884_106:1:1101:12852:1959#0/2	K00119
HWI-ST884_106:1:1101:12818:1971#0/2	K03076
HWI-ST884_106:1:1101:13226:1970#0/2	K03392
HWI-ST884_106:1:1101:13103:1989#0/2	K03503
HWI-ST884_106:1:1101:13315:1955#0/2	K03076
HWI-ST884_106:1:1101:13364:1994#0/2	K03834
HWI-ST884_106:1:1101:13595:1984#0/2	K02031
HWI-ST884_106:1:1101:13885:1956#0/2	K02033
HWI-ST884_106:1:1101:13967:1976#0/2	K03596
HWI-ST884_106:1:1101:13820:1988#0/2	K01870
HWI-ST884_106:1:1101:14054:1973#0/2	K06969
HWI-ST884_106:1:1101:14477:1950#0/2	K02469
HWI-ST884_106:1:1101:14342:1996#0/2	K00239
HWI-ST884_106:1:1101:14536:1967#0/2	K01494
HWI-ST884_106:1:1101:14802:1966#0/2	K07109
HWI-ST884_106:1:1101:15037:1953#0/2	K00053
HWI-ST884_106:1:1101:15029:1972#0/2	K03407
HWI-ST884_106:1:1101:15317:1950#0/2	K07183
HWI-ST884_106:1:1101:15385:1964#0/2	K03386
HWI-ST884_106:1:1101:15264:1989#0/2	K03773
HWI-ST884_106:1:1101:15732:1986#0/2	K00764
HWI-ST884_106:1:1101:15885:1983#0/2	K02621
HWI-ST884_106:1:1101:16019:1963#0/2	K03556
HWI-ST884_106:1:1101:16203:1967#0/2	K04090
HWI-ST884_106:1:1101:16094:1972#0/2	K03046
HWI-ST884_106:1:1101:16777:1992#0/2	K07568
HWI-ST884_106:1:1101:17053:1994#0/2	K01951
HWI-ST884_106:1:1101:17080:1995#0/2	K15727
HWI-ST884_106:1:1101:17337:1963#0/2	K01153
HWI-ST884_106:1:1101:17589:2000#0/2	K02314
HWI-ST884_106:1:1101:18117:1969#0/2	K04567
HWI-ST884_106:1:1101:18004:1992#0/2	K03587
HWI-ST884_106:1:1101:18371:1947#0/2	K09458
